trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
26,False,"{'a': 0.3699999999999999, 'e': 0.0}",25,0,34.87110928265976,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.3649999999999999, 'e': 0.0}",25,10,26.899959099173852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.3599999999999999, 'e': 0.0}",35,3,46.30710715549038,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.35499999999999987, 'e': 0.0}",20,7,22.464394497663434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.34999999999999987, 'e': 0.0}",20,3,29.936602785017104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.34499999999999986, 'e': 0.0}",25,0,-6.710157147331221,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
32,False,"{'a': 0.33999999999999986, 'e': 0.0}",25,10,26.178204785291715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.33499999999999985, 'e': 0.0}",30,0,42.86000821269346,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
34,False,"{'a': 0.32999999999999985, 'e': 0.0}",25,5,-7.7016995554918495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.32499999999999984, 'e': 0.0}",25,11,21.90732428869432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.31999999999999984, 'e': 0.0}",20,5,21.71678453580207,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.31499999999999984, 'e': 0.0}",30,1,38.936299185128746,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
